1679944586,SMTakeChange,1
1679944596,SMTakeReceipt,1
1679944599,SMThankYou,1
1679944649,SMAttract,1
1679944686,SMBagAndEAS,15
1679944687,SMScanAndBag,31
1679944690,SMBagAndEAS,15
1679944692,SMScanAndBag,31
1679944694,SMBagAndEAS,15
1679944699,SMScanAndBag,31
1679944701,SMFinish,31
1679944701,SMSellBags,31
1679944701,SMCmDataEntry,81
1679944705,SMFinish,81
1679944705,SMGetFoodStampState,81
1679944705,SMFinish,55
1679944705,SMProcessing,55
1679944706,SMFinish,55
1679944708,SMCashPayment,55
1679944716,SMTakeCard,1
1679944716,SMTakeReceipt,1
1679944716,SMThankYou,1
1679944729,SMAttract,1
1679944756,SMPutBagOnScale,27
1679944758,SMScanAndBag,27
1679944760,SMBagAndEAS,15
1679944761,SMScanAndBag,31
1679944767,SMBagAndEAS,15
1679944768,SMScanAndBag,31
1679944771,SMBagAndEAS,15
1679944772,SMScanAndBag,31
1679944773,SMFinish,31
1679944773,SMSellBags,31
1679944773,SMCmDataEntry,81
1679944776,SMFinish,81
1679944776,SMGetFoodStampState,81
1679944776,SMFinish,55
1679944776,SMProcessing,55
1679944777,SMFinish,55
1679944783,SMCardProcessing,55
1679944800,SMCardProcessing,55
1679944805,SMTakeCard,1
1679944805,SMTakeReceipt,1
1679944805,SMThankYou,1
1679944808,SMTakeReceipt,1
1679944810,SMThankYou,1
1679944816,SMAttract,1
1679945019,SMPutBagOnScale,27
1679945022,SMScanAndBag,27
1679945024,SMBagAndEAS,15
1679945026,SMScanAndBag,31
1679945036,SMBagAndEAS,15
1679945040,SMSecMisMatchWeight,31
1679945074,SMSecMisMatchWtAttendantCleared,31
1679945074,SMBagAndEAS,31
1679945074,SMScanAndBag,31
1679945078,SMEnterQuantity,21
1679945085,SMBagAndEAS,15
1679945085,SMScanAndBag,31
1679945086,SMBagAndEAS,15
1679945088,SMScanAndBag,31
1679945091,SMBagAndEAS,15
1679945092,SMScanAndBag,31
1679945097,SMBagAndEAS,15
1679945099,SMScanAndBag,31
1679945101,SMBagAndEAS,15
1679945104,SMScanAndBag,31
1679945107,SMBagAndEAS,15
1679945108,SMScanAndBag,31
1679945112,SMBagAndEAS,15
1679945114,SMScanAndBag,31
1679945116,SMBagAndEAS,15
1679945117,SMScanAndBag,31
1679945120,SMBagAndEAS,15
1679945121,SMScanAndBag,31
1679945128,SMBagAndEAS,15
1679945129,SMScanAndBag,31
1679945132,SMBagAndEAS,15
1679945133,SMScanAndBag,31
1679945143,SMScanAndBag,70
1679945146,SMFinish,70
1679945146,SMSellBags,70
1679945146,SMCmDataEntry,81
1679945148,SMFinish,81
1679945148,SMGetFoodStampState,81
1679945148,SMFinish,55
1679945148,SMProcessing,55
1679945149,SMFinish,31
1679945152,SMCardProcessing,31
1679945170,SMCustomMessage,70
1679945172,SMFinish,70
1679945173,SMCardProcessing,70
1679945181,SMCardProcessing,70
1679945188,SMTakeCard,1
1679945188,SMTakeReceipt,1
1679945192,SMThankYou,1
1679945201,SMAttract,1
1679945239,SMBagAndEAS,15
1679945240,SMScanAndBag,31
1679945241,SMFinish,31
1679945241,SMSellBags,31
1679945241,SMCmDataEntry,81
1679945242,SMFinish,81
1679945242,SMGetFoodStampState,81
1679945242,SMFinish,55
1679945242,SMProcessing,55
1679945243,SMFinish,55
1679945246,SMCardProcessing,55
1679945250,SMCardProcessing,55
1679945256,SMTakeCard,1
1679945256,SMTakeReceipt,1
1679945256,SMThankYou,1
1679945262,SMAttract,1
1679945268,SMBagAndEAS,15
1679945270,SMScanAndBag,31
1679945276,SMBagAndEAS,15
1679945277,SMScanAndBag,31
1679945282,SMProduceFavorites,31
1679945286,SMBagAndEAS,15
1679945293,SMScanAndBag,31
1679945294,SMBagAndEAS,15
1679945297,SMScanAndBag,31
1679945298,SMBagAndEAS,15
1679945300,SMScanAndBag,31
1679945301,SMBagAndEAS,15
1679945302,SMScanAndBag,31
1679945305,SMBagAndEAS,15
1679945306,SMScanAndBag,31
1679945308,SMBagAndEAS,15
1679945309,SMScanAndBag,31
1679945312,SMBagAndEAS,15
1679945313,SMScanAndBag,31
1679945316,SMBagAndEAS,15
1679945318,SMScanAndBag,31
1679945320,SMFinish,31
1679945320,SMSellBags,31
1679945320,SMCmDataEntry,81
1679945324,SMFinish,81
1679945324,SMGetFoodStampState,81
1679945324,SMFinish,55
1679945324,SMProcessing,55
1679945326,SMFinish,55
1679945329,SMCardProcessing,55
1679945335,SMCardProcessing,55
1679945341,SMTakeCard,1
1679945341,SMTakeReceipt,1
1679945343,SMThankYou,1
1679945350,SMAttract,1
1679945355,SMBagAndEAS,15
1679945356,SMScanAndBag,31
1679945357,SMFinish,31
1679945357,SMSellBags,31
1679945357,SMCmDataEntry,81
1679945361,SMFinish,81
1679945361,SMGetFoodStampState,81
1679945361,SMFinish,55
1679945361,SMProcessing,55
1679945362,SMFinish,55
1679945366,SMCardProcessing,55
1679945372,SMTakeCard,1
1679945372,SMTakeReceipt,1
1679945372,SMThankYou,1
1679945376,SMTakeReceipt,1
1679945379,SMThankYou,1
1679945381,SMAttract,1
1679945397,SMBagAndEAS,15
1679945398,SMSecMisMatchWeight,31
1679945398,SMSecMisMatchWtShopperCleared,31
1679945398,SMBagAndEAS,31
1679945398,SMScanAndBag,31
1679945400,SMBagAndEAS,15
1679945402,SMScanAndBag,31
1679945403,SMBagAndEAS,15
1679945404,SMScanAndBag,31
1679945405,SMFinish,31
1679945405,SMGetFoodStampState,31
1679945405,SMFinish,55
1679945405,SMWaitForApproval,55
1679945410,SMSmAuthorization,55
1679945410,SMSmRestrictedItems,55
1679945410,SMSmAuthorization,55
1679945411,SMFinish,55
1679945411,SMSellBags,55
1679945411,SMCmDataEntry,81
1679945412,SMFinish,81
1679945412,SMProcessing,81
1679945414,SMFinish,81
1679945416,SMCashPayment,81
1679945423,SMCardProcessing,81
1679945426,SMTakeCard,1
1679945426,SMTakeChange,1
1679945433,SMTakeReceipt,1
1679945433,SMThankYou,1
1679945438,SMTakeReceipt,1
1679945440,SMThankYou,1
1679945452,SMAttract,1
1679945489,SMBagAndEAS,15
1679945493,SMScanAndBag,31
1679945495,SMBagAndEAS,15
1679945497,SMScanAndBag,31
1679945500,SMBagAndEAS,15
1679945501,SMScanAndBag,31
1679945503,SMBagAndEAS,15
1679945504,SMScanAndBag,31
1679945506,SMBagAndEAS,15
1679945507,SMScanAndBag,31
1679945509,SMBagAndEAS,15
1679945510,SMScanAndBag,31
1679945513,SMBagAndEAS,15
1679945514,SMScanAndBag,31
1679945515,SMBagAndEAS,15
1679945516,SMScanAndBag,31
1679945518,SMBagAndEAS,15
1679945519,SMScanAndBag,31
1679945522,SMBagAndEAS,15
1679945522,SMScanAndBag,15
1679945525,SMBagAndEAS,15
1679945529,SMScanAndBag,31
1679945531,SMFinish,31
1679945531,SMGetFoodStampState,31
1679945531,SMFinish,55
1679945531,SMWaitForApproval,55
1679945596,SMSmAuthorization,55
1679945596,SMSmRestrictedItems,55
1679945597,SMSmAuthorization,55
1679945597,SMFinish,55
1679945597,SMSellBags,55
1679945597,SMCmDataEntry,81
1679945602,SMFinish,81
1679945602,SMProcessing,81
1679945604,SMFinish,81
1679945608,SMCashPayment,81
1679945616,SMCardProcessing,81
1679945619,SMTakeCard,1
1679945619,SMTakeChange,1
1679945627,SMTakeReceipt,1
1679945627,SMThankYou,1
1679945639,SMAttract,1
1679945644,SMBagAndEAS,15
1679945646,SMScanAndBag,31
1679945648,SMBagAndEAS,15
1679945650,SMScanAndBag,31
1679945666,SMFinish,31
1679945667,SMSellBags,31
1679945667,SMCmDataEntry,81
1679945670,SMFinish,81
1679945670,SMGetFoodStampState,81
1679945670,SMFinish,55
1679945670,SMProcessing,55
1679945671,SMFinish,55
1679945673,SMCashPayment,55
1679945687,SMCardProcessing,55
1679945688,SMTakeCard,1
1679945688,SMTakeChange,1
1679945694,SMTakeCard,1
1679945694,SMTakeReceipt,1
1679945694,SMThankYou,1
1679945716,SMSecUnExpectedIncrease,1
1679945718,SMSecUXIncreaseShopperCleared,1
1679945718,SMThankYou,1
1679945723,SMAttract,1
1679945759,SMBagAndEAS,15
1679945761,SMScanAndBag,31
1679945762,SMBagAndEAS,15
1679945763,SMScanAndBag,31
1679945765,SMBagAndEAS,15
1679945766,SMScanAndBag,31
1679945767,SMBagAndEAS,15
1679945768,SMScanAndBag,31
1679945771,SMFinish,31
1679945771,SMSellBags,31
1679945771,SMCmDataEntry,81
1679945774,SMFinish,81
1679945774,SMGetFoodStampState,81
1679945774,SMFinish,55
1679945774,SMProcessing,55
1679945775,SMFinish,55
1679945781,SMCardProcessing,55
1679945793,SMCardProcessing,55
1679945798,SMTakeCard,1
1679945798,SMTakeReceipt,1
1679945800,SMThankYou,1
1679945808,SMAttract,1
1679945812,SMBagAndEAS,15
1679945821,SMScanAndBag,31
1679945822,SMBagAndEAS,15
1679945825,SMScanAndBag,31
1679945826,SMBagAndEAS,15
1679945829,SMScanAndBag,31
1679945830,SMBagAndEAS,15
1679945832,SMScanAndBag,31
1679945834,SMBagAndEAS,15
1679945836,SMScanAndBag,31
1679945837,SMBagAndEAS,15
1679945839,SMScanAndBag,31
1679945840,SMBagAndEAS,15
1679945843,SMScanAndBag,31
1679945844,SMBagAndEAS,15
1679945848,SMScanAndBag,31
1679945854,SMBagAndEAS,15
1679945857,SMScanAndBag,31
1679945858,SMBagAndEAS,15
1679945860,SMScanAndBag,31
1679945861,SMBagAndEAS,15
1679945863,SMScanAndBag,31
1679945866,SMBagAndEAS,15
1679945871,SMScanAndBag,31
1679945873,SMBagAndEAS,15
1679945875,SMScanAndBag,31
1679945876,SMBagAndEAS,15
1679945878,SMScanAndBag,31
1679945881,SMBagAndEAS,15
1679945883,SMScanAndBag,31
1679945885,SMBagAndEAS,15
1679945895,SMScanAndBag,31
1679945897,SMBagAndEAS,15
1679945898,SMScanAndBag,31
1679945900,SMBagAndEAS,15
1679945901,SMScanAndBag,31
1679945904,SMBagAndEAS,15
1679945905,SMScanAndBag,31
1679945907,SMBagAndEAS,15
1679945908,SMScanAndBag,31
1679945911,SMScanAndBag,70
1679945916,SMFinish,70
1679945916,SMSellBags,70
1679945916,SMCmDataEntry,81
1679945918,SMFinish,81
1679945918,SMGetFoodStampState,81
1679945918,SMFinish,55
1679945918,SMProcessing,55
1679945919,SMFinish,55
1679945922,SMCardProcessing,55
1679945926,SMCardProcessing,55
1679945932,SMTakeCard,1
1679945932,SMTakeReceipt,1
1679945936,SMThankYou,1
1679945936,SMAttract,1
1679946110,SMBagAndEAS,15
1679946112,SMScanAndBag,31
1679946112,SMFinish,31
1679946112,SMGetFoodStampState,31
1679946113,SMFinish,55
1679946113,SMWaitForApproval,55
1679946136,SMSmAuthorization,55
1679946136,SMSmRestrictedItems,55
1679946136,SMSmAuthorization,55
1679946137,SMFinish,55
1679946137,SMSellBags,55
1679946137,SMCmDataEntry,81
1679946139,SMFinish,81
1679946139,SMProcessing,81
1679946140,SMFinish,81
1679946142,SMCashPayment,81
1679946200,SMCardProcessing,81
1679946202,SMTakeCard,1
1679946202,SMTakeChange,1
1679946209,SMTakeReceipt,1
1679946209,SMThankYou,1
1679946217,SMAttract,1
1679946226,SMBagAndEAS,15
1679946230,SMScanAndBag,31
1679946233,SMBagAndEAS,15
1679946235,SMScanAndBag,31
1679946236,SMBagAndEAS,15
1679946237,SMScanAndBag,31
1679946240,SMBagAndEAS,15
1679946242,SMScanAndBag,75
1679946244,SMBagAndEAS,15
1679946245,SMScanAndBag,31
1679946247,SMBagAndEAS,15
1679946248,SMScanAndBag,31
1679946251,SMBagAndEAS,15
1679946252,SMScanAndBag,75
1679946259,SMFinish,75
1679946260,SMSellBags,75
1679946260,SMCmDataEntry,81
1679946261,SMFinish,81
1679946262,SMGetFoodStampState,81
1679946262,SMFinish,55
1679946262,SMProcessing,55
1679946263,SMFinish,55
1679946268,SMCashPayment,55
1679946274,SMCardProcessing,55
1679946277,SMTakeCard,1
1679946277,SMTakeChange,1
1679946283,SMTakeCard,1
1679946283,SMTakeReceipt,1
1679946283,SMThankYou,1
1679946289,SMTakeReceipt,1
1679946292,SMThankYou,1
1679946298,SMAttract,1
1679946395,SMBagAndEAS,15
1679946395,SMScanAndBag,31
1679946398,SMBagAndEAS,15
1679946400,SMScanAndBag,31
1679946402,SMBagAndEAS,15
1679946404,SMScanAndBag,31
1679946414,SMScanAndBag,70
1679946421,SMFinish,70
1679946421,SMSellBags,70
1679946421,SMCmDataEntry,81
1679946427,SMFinish,81
1679946427,SMGetFoodStampState,81
1679946427,SMFinish,55
1679946427,SMProcessing,55
1679946429,SMFinish,55
1679946429,SMProcessing,55
1679946429,SMFinish,55
1679946434,SMCardProcessing,55
1679946439,SMTakeCard,1
1679946439,SMTakeReceipt,1
1679946439,SMThankYou,1
1679946447,SMAttract,1
1679946670,SMPutBagOnScale,27
1679946680,SMScanAndBag,27
1679946686,SMBagAndEAS,15
1679946688,SMScanAndBag,31
1679946691,SMBagAndEAS,15
1679946692,SMScanAndBag,31
1679946695,SMBagAndEAS,15
1679946697,SMScanAndBag,31
1679946698,SMBagAndEAS,15
1679946701,SMScanAndBag,31
1679946704,SMBagAndEAS,15
1679946705,SMScanAndBag,31
1679946708,SMBagAndEAS,15
1679946710,SMScanAndBag,31
1679946713,SMBagAndEAS,15
1679946714,SMScanAndBag,31
1679946718,SMFinish,31
1679946718,SMSellBags,31
1679946718,SMCmDataEntry,81
1679946720,SMFinish,81
1679946720,SMGetFoodStampState,81
1679946720,SMFinish,55
1679946720,SMProcessing,55
1679946722,SMFinish,55
1679946729,SMCardProcessing,55
1679946735,SMTakeCard,1
1679946735,SMTakeReceipt,1
1679946737,SMThankYou,1
1679946744,SMAttract,1
1679946918,SMBagAndEAS,15
1679946919,SMScanAndBag,15
1679946929,SMScanAndBag,70
1679946933,SMFinish,70
1679946933,SMSellBags,70
1679946933,SMCmDataEntry,81
1679946935,SMFinish,81
1679946935,SMGetFoodStampState,81
1679946935,SMFinish,55
1679946935,SMProcessing,55
1679946937,SMFinish,55
1679946937,SMProcessing,55
1679946938,SMFinish,55
1679946942,SMCardProcessing,55
1679946953,SMTakeCard,1
1679946953,SMTakeReceipt,1
1679946953,SMThankYou,1
1679946958,SMAttract,1
1679947108,SMBagAndEAS,15
1679947108,SMScanAndBag,31
1679947110,SMFinish,31
1679947110,SMSellBags,31
1679947110,SMCmDataEntry,81
1679947112,SMFinish,81
1679947113,SMGetFoodStampState,81
1679947113,SMFinish,55
1679947113,SMProcessing,55
1679947114,SMFinish,55
1679947119,SMCardProcessing,55
1679947124,SMTakeCard,1
1679947124,SMTakeReceipt,1
1679947124,SMThankYou,1
1679947132,SMAttract,1
1679947379,SMBagAndEAS,15
1679947379,SMScanAndBag,31
1679947388,SMBagAndEAS,15
1679947389,SMScanAndBag,31
1679947390,SMBagAndEAS,15
1679947391,SMScanAndBag,31
1679947399,SMFinish,31
1679947399,SMSellBags,31
1679947399,SMCmDataEntry,81
1679947401,SMFinish,81
1679947401,SMGetFoodStampState,81
1679947401,SMFinish,55
1679947401,SMProcessing,55
1679947402,SMFinish,55
1679947407,SMFinish,55
1679947407,SMTakeLoyaltyCard,55
1679947407,SMFinish,55
1679947417,SMCashPayment,70
1679947486,SMCardProcessing,70
1679947488,SMTakeCard,1
1679947488,SMTakeChange,1
1679947494,SMTakeReceipt,1
1679947494,SMThankYou,1
1679947514,SMAttract,1
1679947515,SMScaleBroken,1
1679947607,SMAttract,1
1679947614,SMPutBagOnScale,27
1679947625,SMScanAndBag,27
1679947630,SMBagAndEAS,15
1679947660,SMScanAndBag,31
1679947661,SMBagAndEAS,15
1679947665,SMScanAndBag,31
1679947677,SMFinish,31
1679947677,SMSellBags,31
1679947677,SMCmDataEntry,81
1679947682,SMFinish,81
1679947682,SMGetFoodStampState,81
1679947682,SMFinish,55
1679947682,SMProcessing,55
1679947683,SMFinish,55
1679947686,SMCashPayment,55
1679947755,SMTakeCard,1
1679947755,SMTakeReceipt,1
1679947756,SMThankYou,1
1679947783,SMAttract,1
1679947866,SMPutBagOnScale,27
1679947877,SMScanAndBag,27
1679947884,SMBagAndEAS,15
1679947888,SMScanAndBag,31
1679947890,SMBagAndEAS,15
1679947893,SMSecUnexpectedDecrease,31
1679947893,SMSecUXDecreaseShopperCleared,31
1679947893,SMBagAndEAS,31
1679947893,SMScanAndBag,31
1679947897,SMBagAndEAS,15
1679947899,SMScanAndBag,31
1679947903,SMBagAndEAS,15
1679947908,SMScanAndBag,31
1679947917,SMBagAndEAS,15
1679947920,SMScanAndBag,31
1679947922,SMBagAndEAS,15
1679947922,SMScanAndBag,15
1679947924,SMSecUnExpectedIncrease,31
1679947937,SMSecUXIncreaseAttendantCleared,31
1679947937,SMScanAndBag,31
1679947944,SMFinish,31
1679947944,SMSellBags,31
1679947944,SMCmDataEntry,81
1679947947,SMFinish,81
1679947947,SMGetFoodStampState,81
1679947947,SMFinish,55
1679947947,SMProcessing,55
1679947948,SMFinish,31
1679947951,SMCardProcessing,31
1679947959,SMCardProcessing,31
1679947964,SMTakeCard,1
1679947964,SMTakeReceipt,1
1679947967,SMThankYou,1
1679947985,SMAttract,1
1679947988,SMScanAndBag,27
1679947994,SMBagAndEAS,15
1679947996,SMScanAndBag,31
1679947999,SMBagAndEAS,15
1679948000,SMScanAndBag,31
1679948004,SMBagAndEAS,15
1679948005,SMScanAndBag,31
1679948008,SMBagAndEAS,15
1679948010,SMScanAndBag,31
1679948012,SMFinish,31
1679948012,SMSellBags,31
1679948012,SMCmDataEntry,81
1679948014,SMFinish,81
1679948014,SMGetFoodStampState,81
1679948014,SMFinish,55
1679948014,SMProcessing,55
1679948015,SMFinish,55
1679948021,SMCardProcessing,55
1679948024,SMCardProcessing,55
1679948029,SMTakeCard,1
1679948029,SMTakeReceipt,1
1679948029,SMThankYou,1
1679948037,SMTakeReceipt,1
1679948039,SMThankYou,1
1679948050,SMAttract,1
1679948129,SMContextHelp,1
1679948132,SMSmAuthorization,1
1679948134,SMSmMediaStatus,1
1679948135,SMSmCashManagementEx,1
1679948301,SMSmMediaStatus,1
1679948323,SMSmAuthorization,1
1679948325,SMAttract,1
1679948392,SMBagAndEAS,15
1679948393,SMScanAndBag,31
1679948398,SMBagAndEAS,15
1679948399,SMScanAndBag,31
1679948406,SMBagAndEAS,15
1679948408,SMScanAndBag,31
1679948428,SMProduceFavorites,31
1679948431,SMEnterQuantity,21
1679948434,SMBagAndEAS,15
1679948439,SMScanAndBag,31
1679948441,SMFinish,31
1679948441,SMSellBags,31
1679948441,SMCmDataEntry,81
1679948444,SMFinish,81
1679948444,SMGetFoodStampState,81
1679948444,SMFinish,55
1679948444,SMProcessing,55
1679948445,SMFinish,55
1679948448,SMCashPayment,55
1679948519,SMCardProcessing,55
1679948520,SMTakeCard,1
1679948520,SMTakeChange,1
1679948527,SMTakeReceipt,1
1679948527,SMThankYou,1
1679948540,SMTakeReceipt,1
1679948542,SMThankYou,1
1679948567,SMAttract,1
1679948815,SMBagAndEAS,15
1679948820,SMScanAndBag,31
1679948823,SMBagAndEAS,15
1679948828,SMScanAndBag,31
1679948831,SMBagAndEAS,15
1679948833,SMScanAndBag,31
1679948837,SMBagAndEAS,15
1679948839,SMScanAndBag,31
1679948869,SMContinueTrans,31
1679948871,SMScanAndBag,31
1679948872,SMFinish,31
1679948872,SMSellBags,31
1679948872,SMCmDataEntry,81
1679948879,SMFinish,81
1679948879,SMGetFoodStampState,81
1679948879,SMFinish,55
1679948880,SMProcessing,55
1679948881,SMFinish,55
1679948887,SMCashPayment,55
1679948903,SMTakeCard,1
1679948903,SMTakeReceipt,1
1679948903,SMThankYou,1
1679948907,SMTakeReceipt,1
1679948909,SMThankYou,1
1679948915,SMAttract,1
1679948969,SMBagAndEAS,15
1679948970,SMScanAndBag,31
1679948972,SMBagAndEAS,15
1679948974,SMScanAndBag,31
1679948988,SMScanAndBag,70
1679948992,SMFinish,70
1679948992,SMSellBags,70
1679948992,SMCmDataEntry,81
1679948996,SMFinish,81
1679948996,SMGetFoodStampState,81
1679948996,SMFinish,55
1679948996,SMProcessing,55
1679948997,SMFinish,55
1679949000,SMCardProcessing,55
1679949006,SMCardProcessing,55
1679949012,SMTakeCard,1
1679949012,SMTakeReceipt,1
1679949012,SMThankYou,1
1679949015,SMAttract,1
1679949039,SMBagAndEAS,15
1679949039,SMScanAndBag,31
1679949042,SMBagAndEAS,15
1679949043,SMScanAndBag,31
1679949044,SMBagAndEAS,15
1679949045,SMScanAndBag,31
1679949048,SMEnterQuantity,21
1679949052,SMBagAndEAS,15
1679949052,SMScanAndBag,15
1679949054,SMFinish,31
1679949054,SMGetFoodStampState,31
1679949054,SMFinish,55
1679949054,SMWaitForApproval,55
1679949063,SMSmAuthorization,55
1679949063,SMSmRestrictedItems,55
1679949064,SMSmAuthorization,55
1679949064,SMFinish,55
1679949064,SMSellBags,55
1679949064,SMCmDataEntry,81
1679949067,SMFinish,81
1679949067,SMProcessing,81
1679949068,SMFinish,81
1679949074,SMCardProcessing,81
1679949079,SMTakeCard,1
1679949079,SMTakeReceipt,1
1679949082,SMThankYou,1
1679949089,SMAttract,1
1679949232,SMScanAndBag,27
1679949248,SMBagAndEAS,15
1679949252,SMScanAndBag,31
1679949257,SMBagAndEAS,15
1679949259,SMScanAndBag,31
1679949270,SMBagAndEAS,15
1679949273,SMScanAndBag,31
1679949276,SMBagAndEAS,15
1679949278,SMScanAndBag,31
1679949282,SMBagAndEAS,15
1679949285,SMScanAndBag,31
1679949288,SMBagAndEAS,15
1679949292,SMScanAndBag,31
1679949296,SMBagAndEAS,15
1679949298,SMScanAndBag,31
1679949301,SMBagAndEAS,15
1679949303,SMScanAndBag,31
1679949307,SMBagAndEAS,15
1679949310,SMScanAndBag,31
1679949314,SMBagAndEAS,15
1679949314,SMScanAndBag,31
1679949315,SMBagAndEAS,15
1679949316,SMScanAndBag,31
1679949318,SMBagAndEAS,15
1679949319,SMScanAndBag,75
1679949324,SMFinish,75
1679949324,SMSellBags,75
1679949324,SMCmDataEntry,81
1679949330,SMScanAndBag,15
1679949330,SMFinish,15
1679949330,SMGetFoodStampState,15
1679949331,SMFinish,55
1679949331,SMProcessing,55
1679949332,SMFinish,31
1679949344,SMCashPayment,31
1679949345,SMCardProcessing,31
1679949349,SMTakeCard,1
1679949349,SMTakeChange,1
1679949355,SMTakeCard,1
1679949355,SMTakeReceipt,1
1679949357,SMThankYou,1
1679949381,SMAttract,1
1679949632,SMBagAndEAS,15
1679949633,SMScanAndBag,31
1679949635,SMBagAndEAS,15
1679949637,SMScanAndBag,31
1679949651,SMFinish,31
1679949651,SMSellBags,31
1679949651,SMCmDataEntry,81
1679949652,SMFinish,81
1679949652,SMGetFoodStampState,81
1679949652,SMFinish,55
1679949653,SMProcessing,55
1679949654,SMFinish,55
1679949656,SMCashPayment,55
1679949660,SMCardProcessing,55
1679949663,SMTakeCard,1
1679949663,SMTakeChange,1
1679949670,SMTakeReceipt,1
1679949670,SMThankYou,1
1679949678,SMAttract,1
1679949893,SMBagAndEAS,15
1679949894,SMScanAndBag,31
1679949896,SMBagAndEAS,15
1679949898,SMScanAndBag,31
1679949900,SMBagAndEAS,15
1679949902,SMScanAndBag,31
1679949904,SMBagAndEAS,15
1679949905,SMScanAndBag,31
1679949908,SMBagAndEAS,15
1679949910,SMScanAndBag,31
1679949913,SMBagAndEAS,15
1679949914,SMScanAndBag,31
1679949917,SMBagAndEAS,15
1679949919,SMScanAndBag,31
1679949921,SMFinish,31
1679949921,SMSellBags,31
1679949921,SMCmDataEntry,81
1679949924,SMFinish,81
1679949924,SMGetFoodStampState,81
1679949924,SMFinish,55
1679949924,SMProcessing,55
1679949925,SMFinish,55
1679949931,SMCardProcessing,55
1679949936,SMTakeCard,1
1679949936,SMTakeReceipt,1
1679949938,SMThankYou,1
1679949958,SMAttract,1
1679950499,SMPutBagOnScale,27
1679950505,SMScanAndBag,27
1679950514,SMProduceFavorites,27
1679950528,SMBagAndEAS,15
1679950535,SMScanAndBag,31
1679950539,SMBagAndEAS,15
1679950541,SMScanAndBag,31
1679950545,SMProduceFavorites,31
1679950552,SMEnterQuantity,21
1679950556,SMBagAndEAS,15
1679950563,SMScanAndBag,31
